item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q1067057,Orpheus no Mado,manga series,Orpheus,manga di Riyoko Ikeda,Comics,entity
Q106772835,Kuro,Japanese manga series,Kuro (manga),serie di manga,Comics,entity
Q1067962,Crest of the Royal Family,Japanese manga series,Ōke no Monshō,manga scritto e disegnato da Chieko Hosokawa,Comics,entity
Q106810701,Choujin X,Japanese manga series,Choujin X,manga scritto e disegnato da Sui Ishida,Comics,entity
Q1068161,Appare Jipangu!,manga series,C'era una volta in Giappone,manga di Yū Watase,Comics,entity
Q106872663,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout,Japanese manga series,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout,serie di manga,Comics,entity
Q1068865,Chibi Vampire,Japanese manga series,Karin,manga giapponese,Comics,entity
Q106910339,Kiruru Kill Me,Japanese manga series,Kiruru Kill Me,manga del 2020 scritto e disegnato da Yasuhiro Kano,Comics,entity
Q106925865,Is This a Zombie?,Japanese manga series,Kore wa zombie desu ka?,serie di manga,Comics,entity
Q106955946,Loner Life in Another World,Japanese manga series,Loner Life in Another World,serie di manga,Comics,entity
Q106961420,Kimi Shi ni Tamau Koto Nakare,manga by Taro Yoko,Kimi Shinitamou Koto Nakare,serie manga,Comics,entity
Q106975822,Nekonaughey,Japanese manga series,Lo Sfigatto - Nekonaughey,manga di Q-rais,Comics,entity
Q107007043,In the Clear Moonlit Dusk,Japanese manga series,In the Clear Moonlit Dusk,manga scritto e disegnato da Mika Yamamori,Comics,entity
Q107015798,Baka and Test,Japanese manga series,Baka to test to shōkanjū,serie di manga,Comics,entity
Q107040899,Wind Breaker,Japanese manga series,Wind Breaker,manga scritto e disegnato da Satoru Nii,Comics,entity
Q1070567,Bunny Drop,Japanese manga series,Usagi Drop,manga scritto e disegnato da Yumi Unita,Comics,entity
Q107056704,Aria the Scarlet Ammo,Japanese manga series,Hidan no Aria,serie di manga,Comics,entity
Q1070661,Cyborg 009,Japanese manga series,Cyborg 009,Manga shonen di Shotaro Ishinomori,Comics,entity
Q107156676,Les Misérables,Japanese manga series,I miserabili,manga di Takahiro Arai,Comics,entity
Q107188832,Shachiku-san wa Yōjo Yūrei ni Iyasaretai.,Japanese manga series,Miss Shachiku and the Little Baby Ghost,manga scritto e disegnato da Imari Arita,Comics,entity
Q107197531,A Sign of Affection,Japanese manga series,A Sign of Affection,manga scritto e disegnato da Sū Morishita,Comics,entity
Q107284197,Go! Go! Loser Ranger!,Japanese manga series,Squalificati - Ranger Reject,manga shōnen scritto e disegnato da Negi Haruba,Comics,entity
Q1072914,Buster Keel!,Japanese manga series,Buster Keel,manga di Kenshiro Sakamoto,Comics,entity
Q1072982,A Bride's Story,Japanese manga series,I giorni della sposa,manga di Kaoru Mori,Comics,entity
Q107307100,Batman: Curse of the White Knight,comics limited series,Batman: La maledizione del Cavaliere Bianco,miniserie a fumetti statunitense,Comics,entity
Q107312105,Called Game,Japanese manga series,Called Game,serie di manga,Comics,entity
Q107335308,Natsume Arata no Kekkon,Japanese manga series,Natsume Arata no kekkon,manga del 2019 scritto e disegnato da Tarō Nogizaka,Comics,entity
Q107355079,The Legend of Dororo and Hyakkimaru,manga series by Satoshi Shiki,Dororo e Hyakkimaru - La Leggenda,serie di manga,Comics,entity
Q107445470,Miss Kuroitsu from the Monster Development Department,Japanese manga series,Miss Kuroitsu from the Monster Development Department,serie di manga,Comics,entity
Q1074831,Demon Lord Dante,horror-themed manga and anime series,Mao Dante,serie di manga,Comics,entity
Q1075090,Hataraki Man,anime television series,Hataraki Man,serie televisiva giapponese,Comics,entity
Q1075127,Chi's Sweet Home,manga and anime series,Chi - Casa dolce casa,serie di manga,Comics,entity
Q107536052,Fenrir,Japanese manga series,Fenrir,manga scritto da Chūgaku Akamatsu e disegnato da Mioko Onishi,Comics,entity
Q1075436,Sakigake!! Otokojuku,Japanese manga series,Classe di ferro,serie di manga,Comics,entity
Q1075674,Clover,manga series created by Clamp,Clover,serie di manga,Comics,entity
Q10766498,Cyclops Shōjo Saipu,4-panel manga series written and illustrated by Tora-Yasu,Cyclops Shōjo Saipu,manga,Comics,entity
Q107694799,"Excuse Me Dentist, It's Touching Me!",Japanese manga series by Sho Yamazaki,"Excuse Me, Dentist!",manga del 2020 scritto e disegnato da Sho Yamazaki,Comics,entity
Q10770816,My Wife is Wagatsuma-san,manga series,Wagatsuma-san wa ore no yome,manga,Comics,entity
Q1077402,Cutie Honey,1973 Japanese media franchise,Cutie Honey,serie di manga,Comics,entity
Q107750643,DRCL midnight children,Japanese manga series,DRCL midnight children,serie manga,Comics,entity
Q107801214,Look Back,manga by Tatsuki Fujimoto,Look Back,manga scritto e disegnato da Tatsuki Fujimoto,Comics,entity
Q107861088,In Another World With My Smartphone,Japanese manga series,In Another World with My Smartphone,manga di Soto,Comics,entity
Q107893246,Magical Warfare,Japanese manga series,Mahō sensō,serie manga,Comics,entity
Q107994302,In the Land of Leadale,Japanese manga series,In the Land of Leadale,serie di manga,Comics,entity
Q108049323,The Violence Action,Japanese manga series,Violence Action,manga di Shin Sawada e Renji Asai,Comics,entity
Q1080567,Manga Time Kirara Carat,Japanese manga magazine,Manga Time Kirara Carat,rivista giapponese di manga seinen della Hōbunsha,Comics,entity
Q108069627,Dandadan,Japanese manga series,DanDaDan,Serie di manga giapponese di Yukinobu Tatsu,Comics,entity
Q108072231,My Love Mix-Up!,Japanese manga series,Vanishing My First Love,serie di manga,Comics,entity
Q108084533,The Decagon House Murders,Japanese manga series,The Decagon House Murders,Manga del 2019 scritto da Yukito Ayatsuji e disegnato da Hiro Kiyohara,Comics,entity
Q108091568,Restaurant to Another World,Japanese manga series,Restaurant to Another World,manga di Takaaki Kugatsu,Comics,entity
Q108106329,"Apparently, Disillusioned Adventurers Will Save the World",Japanese manga series,Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World,serie di manga,Comics,entity
Q1082736,Manga Time Kirara,Japanese manga magazine,Manga Time Kirara,rivista giapponese di manga,Comics,entity
Q1082765,Manga Time Kirara Forward,Japanese manga magazine,Manga Time Kirara Forward,rivista giapponese di manga,Comics,entity
Q108339209,Sandcastle,2010 comic by Pierre Oscar Levy and Frederik Peeters,Castello di sabbia,romanzo grafico di Pierre Oscar Lévy e  Frederik Peeters,Comics,entity
Q1083440,Oumagadoki Zoo,Japanese manga series,Crazy Zoo,manga scritto e disegnato da Kōhei Horikoshi,Comics,entity
Q1083746,Ghost Talker's Daydream,shonen manga series directed by Osamu Sekita,Daydream,manga seinen scritto da Saki Okuse e disegnato Sankichi Meguro,Comics,entity
Q108383955,Pokémon Evolutions,mini-webseries about Pokémon,Evoluzioni Pokémon,serie di corti ONA ambientata nel mondo immaginario di Pokémon,Comics,entity
Q108395518,The Old Guard,comics by Greg Rucka and Leandro Fernandez,The Old Guard,fumetto di Greg Rucka e Leandro Fernandez,Comics,entity
Q100144393,Merman in My Tub,Japanese anime television series,Orenchi no furo jijō,serie televisiva anime,Anime,entity
Q100231000,Spriggan,1998 animated feature film,Spriggan,film del 1998 diretto da Norihiko Sudo,Anime,entity
Q100235430,Wonder Egg Priority,Japanese anime television series,Wonder Egg Priority,serie anime,Anime,entity
Q100255568,Tokyo Revengers,Japanese anime television series,Tokyo Revengers,serie anime del 2021,Anime,entity
Q100270879,"Case Closed, season 29",season of television series,ventinovesima stagione di Detective Conan,lista di episodi della ventinovesima stagione,Anime,entity
Q100272455,Strawberry Panic!,Japanese anime television series,Strawberry Panic!,serie televisiva anime,Anime,entity
Q100272968,Smile Down the Runway,Japanese anime television series,Smile Down the Runway,serie anime,Anime,entity
Q100317334,Tsugumomo,Japanese anime television series,Tsugumomo,serie anime,Anime,entity
Q100320850,Pokémon the Movie: White—Victini and Zekrom,2011 anime film directed by Kunihiko Yuyama,Il film Pokémon: Bianco - Victini e Zekrom,film di animazione del 2011 diretto da Kunihiko Yuyama,Anime,entity
Q100328620,Shōjotachi wa Kōya o Mezasu,Japanese anime television series,Le ragazze anelano alla landa selvaggia,serie televisiva anime,Anime,entity
Q1004318,Fullmetal Alchemist: The Sacred Star of Milos,2011 anime film by Kazuya Murata,Fullmetal Alchemist - La sacra stella di Milos,film anime del 2011 basato sulla serie manga e anime Fullmetal Alchemist,Anime,entity
Q100468914,Hidamari Sketch,Japanese anime television series,Hidamari sketch,serie anime,Anime,entity
Q100561975,Castle Town Dandelion,Japanese anime television series,Jōkamachi no Dandelion,serie televisiva anime,Anime,entity
Q100595898,Gintama: The Final,2021 film directed by Chizuru Miyawaki,Gintama the Movie: The Final,film del 2021 diretto da Chizuru Miyawaki,Anime,entity
Q100743087,Minami Kamakura High School Girls Cycling Club,Japanese anime television series,Minami Kamakura High School Girls Cycling Club,serie anime,Anime,entity
Q100743255,Alice & Zoroku,Japanese anime television series,Alice & Zoroku,serie anime,Anime,entity
Q100770690,Our Last Crusade or the Rise of a New World,Japanese anime television series,Our Last Crusade or the Rise of a New World,serie televisiva anime,Anime,entity
Q100774832,Boruto,Japanese anime television series,Boruto: Naruto Next Generations,serie anime,Anime,entity
Q100868587,Shaman King,2001 Japanese anime television series,Episodi di Shaman King (2001),lista di un progetto Wikimedia,Anime,entity
Q100868588,Shaman King,2021 Japanese anime television series,episodi di Shaman King (2021),lista di un progetto Wikimedia,Anime,entity
Q100871209,Kamen no Maid Guy,Japanese anime television series,Kamen no Maid Guy,serie anime,Anime,entity
Q100910749,Slam Dunk,Japanese anime television series,Slam Dunk,serie televisiva anime giapponese,Anime,entity
Q100976117,Btooom!,Japanese anime television series,Btooom!,serie anime,Anime,entity
Q100976283,D-Frag!,Japanese anime television series,D-Frag!,serie televisiva anime,Anime,entity
Q100977481,Godzilla Singular Point,Japanese anime television series,Godzilla - Punto di singolarità,serie animata giapponese del 2021,Anime,entity
Q100988473,Code:Breaker,Japanese anime television series,Code: Breaker,serie anime,Anime,entity
Q101079462,Redo of Healer,Japanese anime television series,Redo of Healer,serie anime,Anime,entity
Q101086340,Saint Seiya: Saintia Shō,Japanese ONA series,Saint Seiya Saintia Sho,serie ONA,Anime,entity
Q101129923,"No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!",Japanese anime television series,Watashi ga motenai no wa dō kangaetemo omaera ga warui!,serie anime,Anime,entity
Q101155037,"Don't Toy With Me, Miss Nagatoro",Japanese anime television series,"Don't Toy With Me, Miss Nagatoro",serie anime,Anime,entity
Q101230845,Ōsama Ranking,Japanese anime television series,Ranking of Kings,serie televisiva anime del 2021,Anime,entity
Q1013804,Metal Armor Dragonar,Japanese anime television series,Metal Armor Dragonar,serie anime,Anime,entity
Q1013851,Key the Metal Idol,1994 original video animation anime series directed by Hiroaki Sato,Key the Metal Idol,serie OAV,Anime,entity
Q101422118,Bobobo-bo Bo-bobo,Japanese anime television series,Bobobo-bo Bo-bobo,anime giapponese,Anime,entity
Q101440909,Re-Kan!,Japanese anime television series,Re-Kan!,serie televisiva anime,Anime,entity
Q101863729,Doraemon: Nobita's Little Star Wars 2021,2022 film directed by Susumu Yamaguchi,Doraemon - Il film: Nobita e le piccole guerre stellari 2021,film d'animazione giapponese del 2022,Anime,entity
Q101970684,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",Japanese anime television series,"Se la mia idol preferita arrivasse al Budokan, morirei",serie anime,Anime,entity
Q101997768,The Hidden Dungeon Only I Can Enter,Japanese anime television series,The Hidden Dungeon Only I Can Enter,serie televisiva anime,Anime,entity
Q102126892,Mushoku Tensei,Japanese anime television series,Mushoku Tensei,serie anime,Anime,entity
Q102175392,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Japanese anime television series,DanMachi,serie anime,Anime,entity
Q102176484,Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,Japanese anime television series,DanMachi: Sword Oratoria,serie anime,Anime,entity
Q102221749,Healin' Good Pretty Cure the Movie: GoGo! Big Transformation! The Town of Dreams,2021 film directed by Ryōta Nakamura,Eiga Healin' Good Pretty Cure - Yume no machi de kyun! tto GoGo! Daihenshin!!,film del 2021 diretto da Ryōta Nakamura,Anime,entity
Q102283726,Inazuma Eleven,Japanese anime television series,Inazuma Eleven - La squadra delle meraviglie,serie televisiva anime del 2008,Anime,entity
Q102364866,"Kaguya-sama: Love Is War, season 1",first season of the anime series Kaguya-sama: Love Is War,prima stagione di Kaguya-sama: Love is War,prima stagione dell'adattamento anime di Kaguya-sama: Love is War,Anime,entity
Q102364905,"Kaguya-sama: Love Is War, season 2",second season of the anime series Kaguya-sama: Love Is War,seconda stagione di Kaguya-sama: Love is War,seconda stagione della serie anime Kaguya-sama: Love is War,Anime,entity
Q102368919,Tropical-Rouge! Pretty Cure,Japanese anime television series,Tropical-Rouge! Pretty Cure,anime del 2021 di Izumi Tōdō,Anime,entity
Q1026730,Inuyasha the Movie: The Castle Beyond the Looking Glass,2002 film directed by Toshiya Shinohara,Inuyasha the Movie - Il castello al di là dello specchio,film di animazione del 2002 diretto da Toshiya Shinohara,Anime,entity
Q1028599,Ultra Maniac,2003 anime,Streghe per amore,serie anime,Anime,entity
Q1031902,Canaan,Japanese anime television series,Canaan,serie televisiva anime del 2009,Anime,entity
Q1032047,Pretty Cure All Stars New Stage 2: Friends of the Heart,2013 film directed by Kōji Ogawa,Eiga Pretty Cure All Stars New Stage 2 - Kokoro no tomodachi,film del 2013 diretto da Kōji Ogawa,Anime,entity
Q1036951,Onegai! Samia-don,Japanese anime television series,"Psammed, il folletto della sabbia",serie televisiva anime,Anime,entity
Q1039018,Keroro Gunso the Super Movie 4: Gekishin Dragon Warriors,2009 film by Susumu Yamaguchi,Chō gekijōban Keroro gunsō: Gekishin Dragon Warriors de arimasu!,film di animazione del 2009 diretto da Susumu Yamaguchi,Anime,entity
Q103970675,Kingdom,Japanese anime television series,Kingdom,serie anime,Anime,entity
Q104145204,Harem in the Labyrinth of Another World,Japanese anime television series,Harem in the Labyrinth of Another World,serie anime,Anime,entity
Q104161600,Star Wars: Visions,American-Japanese animated anthology series set in the Star Wars universe,Star Wars: Visions,serie animata antologica statunitense-giapponese,Anime,entity
Q104184744,Belle,2021 film directed by Mamoru Hosoda,Belle,film d'animazione del 2021 diretto da Mamoru Hosoda,Anime,entity
Q104211858,Chainsaw Man,Japanese anime television series,Chainsaw Man,serie anime,Anime,entity
Q104218124,07-Ghost,Japanese anime television series,07-Ghost,serie animata del 2009,Anime,entity
Q104241046,Dream Eater Merry,Japanese anime television series,Yumekui Merry,serie anime,Anime,entity
Q104321788,Platinum End,Japanese anime television series,Platinum End,serie televisiva anime,Anime,entity
Q104334301,Spriggan,Japanese original net animation series,Spriggan,serie ONA,Anime,entity
Q104381607,Azumanga Daioh,Japanese anime television series,Azumanga daiō,serie televisiva anime,Anime,entity
Q1043911,Crayon Shin-chan: Jungle That Invites Storm,2000 film by Keiichi Hara,Crayon Shin-chan - Arashi o yobu jungle,film d'animazione del 2000 diretto da Keiichi Hara,Anime,entity
Q1044391,Yu-Gi-Oh!,1999 anime short film by Junji Shimizu,Yu-Gi-Oh!,cortometraggio anime del 1999 diretto da Junji Shimizu,Anime,entity
Q1044745,Crayon Shin-chan: Fierceness That Invites Storm! Yakiniku Road of Honor,2003 film by Tsutomu Mizushima,Crayon Shin-chan - Arashi o yobu - Eikō no Yakuniku Road,film d'animazione del 2003 diretto da Tsutomu Mizushima,Anime,entity
Q104531215,Omamori Himari,Japanese anime television series,Omamori Himari,serie televisiva anime,Anime,entity
Q1045889,Only Yesterday,1991 Japanese animated film directed by Isao Takahata,Pioggia di ricordi,film di animazione del 1991 diretto da Isao Takahata,Anime,entity
Q104602618,Zombie Land Saga Revenge,sequel of the Zombie Land Saga anime television series,stagione di Zombie Land Saga,serie televisiva anime,Anime,entity
Q104621606,Pop Team Epic,Japanese anime television series,Pop Team Epic,serie anime giapponese adattamento del manga omonimo,Anime,entity
Q104626490,The Pet Girl of Sakurasou,Japanese anime television series,Sakura-sō no pet na kanojo,serie televisiva anime,Anime,entity
Q104658883,Maid Sama!,Japanese anime television series,Maid-sama!,serie anime,Anime,entity
Q104766969,Non Non Biyori: Okinawa e Ikukoto ni Natta,Japanese OVA,Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA di Non Non Biyori,Anime,entity
Q104766971,Non Non Biyori Repeat: Hotaru ga Tanoshinda,Japanese OVA,Non Non Biyori Repeat: Hotaru ga tanoshinda,OVA di Non Non Biyori Repeat,Anime,entity
Q104766972,Non Non Biyori Movie: Vacation,Japanese anime film,Non Non Biyori Movie: Vacation,film d'animazione giapponese,Anime,entity
Q104815249,Hori-san to Miyamura-kun: Shingakki,2012 anime OVA,Hori-san to Miyamura-kun,OAV del 2012,Anime,entity
Q104815263,Horimiya,Japanese anime television series,Horimiya,serie televisiva anime,Anime,entity
Q104843562,The Aquatope on White Sand,Japanese anime television series,The Aquatope of White Sand,serie televisiva anime del 2021,Anime,entity
Q104870253,"Kingdom, season 2",second season of Kingdom anime television series,seconda stagione di Kingdom,serie drammatica dalla Corea del Sud,Anime,entity
Q1048722,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",2008 animated film directed by Junji Shimizu,One Piece - Il miracolo dei ciliegi in fiore,film d'animazione del 2008 diretto da Junji Shimizu,Anime,entity
Q1048726,Crayon Shin-chan: Fierceness That Invites Storm! Operation Golden Spy,2011 film by Sōichi Masui,Crayon Shin-chan - Arashi o yobu - Ōgon no spy daisakusen,film del 2011 diretto da Sôichi Masui,Anime,entity
Q1048739,One Piece: The Giant Mechanical Soldier of Karakuri Castle,2006 film by Kōnosuke Uda,One Piece - I misteri dell'isola meccanica,film d'animazione del 2006 diretto da Kōnosuke Uda,Anime,entity
Q1048742,One Piece: Baron Omatsuri and the Secret Island,2005 film by Mamoru Hosoda,One Piece - L'isola segreta del barone Omatsuri,film d'animazione del 2005 diretto da Mamoru Hosoda,Anime,entity
Q1048795,One Piece: Defeat The Pirate Ganzak!,Japanese OVA,One Piece: Taose! Kaizoku Gyanzac,OVA del 1998,Anime,entity
Q1048870,Crayon Shin-chan: Unkokusai's Ambition,1995 film by Mitsuru Hongo,Crayon Shin-chan - Unkokusai no yabō,film d'animazione del 1995 diretto da Mitsuru Hongo,Anime,entity
Q104891471,Ajin,Japanese anime television series,Ajin - Demi Human,serie televisiva anime,Anime,entity
Q105047929,Heaven's Design Team,Japanese anime television series,Heaven's Design Team,serie televisiva anime,Anime,entity
Q105061172,Sweetness and Lightning,Japanese anime television series,Sweetness & Lightning,serie anime,Anime,entity
Q105061232,A Centaur's Life,Japanese anime television series,A Centaur's Life,serie televisiva anime,Anime,entity
Q105086938,Vivy: Fluorite Eye’s Song,Japanese anime television series,Vivy: Fluorite Eye's Song,serie anime del 2021,Anime,entity
Q105096477,Pandora in the Crimson Shell,Japanese anime television series,Pandora in the Crimson Shell: Ghost Urn,serie anime,Anime,entity
Q105096519,Midori,1992 anime by Hiroshi Harada,Midori - La ragazza delle camelie,film anime di Hiroshi Harada del 1992,Anime,entity
Q1051871,Machine Robo Rescue,Japanese anime television series,Machine Robo Rescue,anime di Hajime Yatate,Anime,entity
Q105190350,The Idaten Deities Know Only Peace,Japanese anime television series,The Idaten Deities Know Only Peace,serie televisiva anime,Anime,entity
Q105223344,Blue Period,Japanese anime television series,Blue Period,serie anime,Anime,entity
Q105224021,"Girlfriend, Girlfriend",Japanese anime television series,"Girlfriend, Girlfriend",serie anime,Anime,entity
Q1052531,Ninja Scroll,1993 film by Yoshiaki Kawajiri,Ninja Scroll,film del 1993 diretto da Yoshiaki Kawajiri,Anime,entity
Q105275840,Record of Ragnarok,Japanese anime television series,Record of Ragnarok,serie anime,Anime,entity
Q105277270,The Duke of Death and His Maid,Japanese anime television series,The Duke of Death and His Maid,serie anime,Anime,entity
Q1052846,Last Exile,Japanese anime television series,Last Exile,serie televisiva anime creata dallo studio Gonzo,Anime,entity
Q105293746,When Will Ayumu Make His Move?,Japanese anime television series,Soredemo Ayumu wa yosetekuru,serie anime,Anime,entity
Q105293782,Hell's Paradise: Jigokuraku,Japanese anime television series,Hell's Paradise,serie televisiva anime,Anime,entity
Q105293967,Kemono Michi: Rise Up,Japanese anime television series,Kemono Michi: Rise Up,serie anime,Anime,entity
Q105335776,Rakusho! Hyper Doll,1995 anime by Makoto Moriwaki,Hyper Doll,serie OAV,Anime,entity
Q105337231,Noucome,Japanese anime television series,"Ore no nōnai sentakushi ga, gakuen love come o zenryoku de jama shiteiru",serie televisiva anime,Anime,entity
Q105343095,Lord Marksman and Vanadis,Japanese anime television series,Madan no ō to Vanadis,serie televisiva anime,Anime,entity
Q105350589,Oreshura,Japanese anime television series,Oreshura,serie anime,Anime,entity
Q105401153,Kanokon,Japanese anime television series,Kanokon,serie anime,Anime,entity
Q105424646,Sword Art Online Progressive: Aria of a Starless Night,2021 film directed by Ayako Kōno,Sword Art Online: Progressive - Aria of a Starless Night,film d'animazione del 2021 diretto da Ayako Kōno,Anime,entity
Q105427062,Heaven's Memo Pad,Japanese anime television series,Kami-sama no memo-chō,serie anime,Anime,entity
Q105502635,Genie Family 2020,Japanese anime television series,Genie Family 2020,serie anime del 2020,Anime,entity
Q1055108,Crayon Shin-chan: Fierceness That Invites Storm! Me and the Space Princess,2012 Japanese anime film directed by Sōichi Masui,Crayon Shin-chan - Arashi o yobu! Ola to uchū no princess,film del 2012 diretto da Sōichi Masui,Anime,entity
Q105523561,The World's Finest Assassin Gets Reincarnated in a Different World as an Aristocrat,Japanese anime television series,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,serie anime,Anime,entity
Q105602572,The Detective is Already Dead,Japanese anime television series,"Tantei wa mō, shinde iru.",serie anime,Anime,entity
Q105613027,Gonna be the Twin-Tail!!,Japanese anime television series,Gonna Be the Twin-Tail!!,serie anime,Anime,entity
Q105621633,DAICON III Opening Animation,1981 short film directed by Hiroyuki Yamaga,DAICON III Opening Animation,cortometraggio del 1981 diretto da Hiroyuki Yamaga,Anime,entity
Q105621638,DAICON IV Opening Animation,1983 film directed by Hiroyuki Yamaga,DAICON IV Opening Animation,cortometraggio del 1983 diretto da Hiroyuki Yamaga,Anime,entity
Q1057155,Kimi ga Nozomu Eien,2001 video game,Kimi ga nozomu eien,videogioco del 2001,Anime,entity
Q105751950,The Eminence in Shadow,Japanese anime television series,The Eminence in Shadow - Un giorno sarò l'eminenza grigia,serie televisiva anime,Anime,entity
Q105758758,Absolute Duo,Japanese anime television series,Absolute Duo,serie anime,Anime,entity
Q105762137,Kaze no Stigma,Japanese anime television series,Kaze no stigma,serie anime,Anime,entity
Q105771102,Re-Main,Japanese anime television series,Re-Main,serie anime del 2021,Anime,entity
Q105771949,Denpa Onna to Seishun Otoko,Japanese anime television series,Denpa onna to seishun otoko,serie anime,Anime,entity
Q105775336,Sabikui Bisco,Japanese anime television series,Sabikui Bisco,serie televisiva anime del 2022,Anime,entity
Q1058469,Ghost in the Shell 2: Innocence,2004 film by Mamoru Oshii,Ghost in the Shell - L'attacco dei cyborg,film del 2004 diretto da Mamoru Oshii,Anime,entity
Q105908420,Haiyore! Nyaruko-san,Japanese anime television series,Haiyore! Nyaruko-san,serie anime,Anime,entity
Q1059299,Chōyaku Hyakunin isshu: Uta Koi,2010 Josei manga and 2012 Japanese television anime series,Chōyaku hyakunin isshu: Uta koi,serie di manga,Anime,entity
Q105941982,Hyakko,Japanese anime television series,Hyakko,serie televisiva anime,Anime,entity
Q105965081,Odd Taxi,Japanese anime television series,Odd Taxi,serie televisiva anime del 2021,Anime,entity
Q105987956,Irina: The Vampire Cosmonaut,Japanese anime television series,Tsuki to Laika to nosferatu,serie televisiva anime,Anime,entity
Q1060695,Victory Kickoff!!,Japanese anime television series,Victory Kickoff!!,anime della TYO Animations,Anime,entity
Q106072129,Rokka no Yūsha,Japanese anime television series,Rokka: Braves of the Six Flowers,serie televisiva anime,Anime,entity
Q106080228,Clockwork Planet,Japanese anime television series,Clockwork Planet,serie televisiva anime,Anime,entity
Q106097113,Mieruko-chan,Japanese anime television series,Mieruko-chan,serie anime,Anime,entity
Q106197008,Akebi's Sailor Uniform,Japanese anime television series,Akebi's Sailor Uniform,serie televisiva anime,Anime,entity
Q106350448,I've Been Killing Slimes for 300 Years and Maxed Out My Level,Japanese anime television series,I've Been Killing Slimes for 300 Years and Maxed Out My Level,serie anime,Anime,entity
Q106365617,Inu-Oh,2021 film directed by Masaaki Yuasa,Inu-ō,film d'animazione del 2021 diretto da Masaaki Yuasa,Anime,entity
Q106378505,Love After World Domination,Japanese anime television series,Love After World Domination,serie anime giapponese,Anime,entity
Q106401902,Tesla Note,Japanese anime television series,Tesla Note,serie televisiva anime,Anime,entity
Q106404099,Yasuke,2021 original net animation series,Yasuke,serie televisiva anime del 2021,Anime,entity
Q106404778,A Couple of Cuckoos,Japanese anime television series,A Couple of Cuckoos,serie televisiva anime,Anime,entity
Q106434135,Violet Evergarden: The Movie,2020 Japanese animated film directed by Taichi Ishidate,Violet Evergarden: Il film,film d'animazione giapponese diretto da Taichi Ishidate,Anime,entity
Q106452140,"Josee, the Tiger and the Fish",2020 Japanese animated film,"Josée, la tigre e i pesci","film anime del 2020, diretto da Kotaro Tamura",Anime,entity
Q106469402,The Way of the Househusband,Japanese ONA series,La via del grembiule - Lo yakuza casalingo,serie anime,Anime,entity
Q106522406,The Faraway Paladin,Japanese anime television series,The Faraway Paladin,serie TV anime,Anime,entity
Q106523151,Skeleton Knight in Another World,Japanese anime television series,Skeleton Knight in Another World,serie anime,Anime,entity
Q106553122,Kämpfer,Japanese anime television series,Kämpfer,serie anime,Anime,entity
Q106554273,Infinite Stratos,Japanese anime television series,IS (Infinite Stratos),serie anime,Anime,entity
Q106562462,Boku wa Tomodachi ga Sukunai,Japanese anime television series,Haganai - I Have Few Friends,serie anime,Anime,entity
Q106567539,Mitsudomoe,Japanese anime television series,Mitsudomoe,serie televisiva anime,Anime,entity
Q1065682,Inuyasha the Movie: Swords of an Honorable Ruler,2003 Japanese animated film directed by Toshiya Shinohara,Inuyasha the Movie - La spada del dominatore del mondo,film di animazione del 2003 diretto da Toshiya Shinohara,Anime,entity
Q106570650,JoJo's Bizarre Adventure: Stone Ocean,fifth season of JoJo's Bizarre Adventure anime,quinta stagione de Le bizzarre avventure di JoJo,quinta stagione della serie televisiva anime Le bizzarre avventure di JoJo,Anime,entity
Q106576557,Paradise Kiss,Japanese anime television series,Paradise Kiss,anime di Ai Yazawa,Anime,entity
Q106581636,Tonari no Seki-kun,Japanese anime television series,Tonari no Seki-kun,serie anime,Anime,entity
Q106585371,Bludgeoning Angel Dokuro-Chan,anime adaptions of the Bludgeoning Angel Dokuro-Chan light novel series,Bokusatsu tenshi Dokuro-chan,serie anime,Anime,entity
Q106594883,Dance Dance Danseur,Japanese anime television series,Dance Dance Danseur,serie televisiva anime,Anime,entity
Q106595885,Polar Bear Café,Japanese anime television series,Shirokuma Cafe,serie televisiva anime,Anime,entity
Q106597679,Emma – A Victorian Romance,Japanese anime television series,Emma - Una storia romantica,serie anime,Anime,entity
Q106610884,"My Hero Academia, season 5",the fifth season of My Hero Academia anime television series,quinta stagione di My Hero Academia,lista di episodi della quinta stagione,Anime,entity
Q106615307,Oda Cinnamon Nobunaga,Japanese anime television series,Oda Cinnamon Nobunaga,serie televisiva anime tratta dal manga omonimo,Anime,entity
Q106672501,The Great Jahy Will Not Be Defeated!,Japanese anime television series,The Great Jahy Will Not Be Defeated!,serie televisiva anime,Anime,entity
Q106675719,The Case Study of Vanitas,Japanese anime television series,The Case Study of Vanitas,serie anime,Anime,entity
Q106675750,Aishite Knight,Japanese anime television series,Kiss Me Licia,serie anime del 1983,Anime,entity
