row_id,item,itemLabel,itemDescription,type,itemHypernymLabel,classification,countries of claim,explanation
row_1831,http://www.wikidata.org/entity/Q6842710,Midnight Madness,annual American college basketball event,concept,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: United States,"EXPLANATION: Midnight Madness is an annual event rooted in American college basketball traditions, making it primarily relevant and recognizable within the United States. Its context and appeal rely on a specific cultural framework that is not widely recognized or adopted outside of American collegiate sports culture."
row_1832,http://www.wikidata.org/entity/Q6809912,Mei-Chu Tournament,annual sports competition,concept,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: China (inferred based on the name’s linguistic characteristics),"EXPLANATION: Based solely on the name and nature of the event—a specifically named annual sports competition—the Mei-Chu Tournament appears to be an event rooted in a particular national context rather than a universally recognized, culturally neutral sport competition. Its title suggests it is associated with a specific country’s cultural or sporting tradition rather than being an internationally adopted concept. Thus, it is primarily relevant within its culture of origin and has limited recognition outside that national context."
row_1833,http://www.wikidata.org/entity/Q55007268,Asia-Pacific Masters Games,multi-sport event,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Various Asia-Pacific nations (for example, Australia, China, Japan, New Zealand, South Korea, and others)","EXPLANATION: The Asia-Pacific Masters Games are a multi-sport event organized specifically for athletes from the Asia-Pacific region. While the event spans multiple countries, it is claimed by a distinct regional group that aligns with the cultural identity of the Asia-Pacific. It therefore differs from a universally adopted item and maintains associations with specific countries in that geographic area, even as it participates in international competition."
row_1834,http://www.wikidata.org/entity/Q1788780,Palio,contest,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Italy,"EXPLANATION: The Palio contest, most notably exemplified by the Palio di Siena, is a historic horse race deeply rooted in Italian tradition. Its origins and cultural narrative are strongly associated with Siena and Italy, and while it has achieved international recognition, it remains a symbol of Italian cultural heritage."
row_1835,http://www.wikidata.org/entity/Q1376770,European Masters Games,multi-sport event,concept,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Europe (various countries),"EXPLANATION: The European Masters Games is a multi-sport event that is specifically oriented towards Europe, as indicated by its name. It caters primarily to the athletes from European countries and is not widely recognized or regularly held outside of Europe. Events like these cater to the regional populace and have a particular cultural and regional exclusivity. They lack the global recognition and universal participation that characterizes events like the Olympics. Therefore, this event is primarily relevant within its region of origin, which in this case is Europe, giving it a cultural exclusivity tied to European countries."
row_1836,http://www.wikidata.org/entity/Q1344963,world championship,international competition to determine a world champion,concept,recurring sporting event,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The concept of a world championship represents a universally adopted framework for competitions that determine a champion on a global scale. It is not strongly tied to any single country, as it is used by various sports and activities worldwide. Its essence as an international competition means it has been adapted and recognized across diverse cultural contexts without being claimed by any specific culture."
row_1837,http://www.wikidata.org/entity/Q891243,Bol d'Or,Motorcycle endurance race,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: France,"EXPLANATION: Bol d'Or is a motorcycle endurance race with a distinct identity rooted in its cultural origins. The event originated in France and carries a French name (""Bol d'Or"" means ""Golden Bowl""), marking it as a culturally specific event that has garnered international recognition within the motorcycling community. Despite its international participation and appeal, its origins and cultural narrative remain strongly tied to France."
row_1838,http://www.wikidata.org/entity/Q1029260,Vancouver Marathon,"annual race in British Columbia, Canada",concept,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Canada,"EXPLANATION: The Vancouver Marathon is a specific annual race held in British Columbia, Canada. It is associated with a single country and is primarily recognized within that local context. Despite marathons being a globally known event format, this particular race is culturally tied to Vancouver and Canada, making it primarily relevant within its country of origin rather than having universal cultural significance."
row_1840,http://www.wikidata.org/entity/Q767127,FIBA Saporta Cup,international men's basketball club tournament in Europe between the seasons of 1966/1967-2001/2002,concept,recurring sporting event,CLASSIFICATION: Cultural Agnostic,,"EXPLANATION: The FIBA Saporta Cup was an international basketball club tournament held across Europe, involving teams from various nations and organized by an international governing body (FIBA). It does not have a strong cultural association with any single country, nor is it claimed by one particular nation, so it is not tied to a specific cultural identity"
row_1841,http://www.wikidata.org/entity/Q763508,The Ocean Race,yacht race around the world,concept,recurring sporting event,CLASSIFICATION: Cultural Agnostic,,"EXPLANATION: Although The Ocean Race has a long history and significant prestige in the sailing community, the event is internationally recognized and involves competitors from various countries. It does not hold a strong cultural association with any one country; instead, it is a globally celebrated sporting event that transcends national boundaries."
row_1842,http://www.wikidata.org/entity/Q726492,EuroBasket Women,European basketball tournament for women's national teams,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: European countries (members of FIBA Europe),"EXPLANATION: EuroBasket Women is a tournament specifically organized for European nations’ women's basketball teams, making it closely associated with European sports culture. Although it may be followed by international basketball fans, its identity and tradition are strongly linked to Europe. The event represents and celebrates a sports culture that is claimed by a collection of European countries, which is characteristic of culturally representative items."
row_1843,http://www.wikidata.org/entity/Q819961,World Series of Poker,"series of poker tournaments, held annually",concept,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: The World Series of Poker is an internationally renowned series of poker tournaments that originates in the United States, specifically embodying the American gambling and competitive gaming culture. Although poker itself is played worldwide, the WSOP is strongly identified with its American roots and traditions. Its international recognition and wide participation mirror other items that, while adopted broadly, continue to be emblematic of their country of origin."
row_1844,http://www.wikidata.org/entity/Q213070,OFC Nations Cup,association football tournament in Oceania,concept,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,"COUNTRIES OF CLAIM: New Zealand, Fiji, Solomon Islands, and other countries within the Oceania Football Confederation.","EXPLANATION: The OFC Nations Cup is an association football tournament that takes place within the Oceania Football Confederation, which is the governing body for football in the Oceanian region. This tournament is culturally and geographically specific to Oceania, which includes countries such as Australia (historically), New Zealand, Fiji, Solomon Islands, and other island nations in the Pacific. While it plays a significant role within the Oceania region, its recognition and relevance are largely regional. Outside of Oceania, the OFC Nations Cup does not enjoy significant recognition or influence compared to other global or international football tournaments like the FIFA World Cup or UEFA European Championship. Therefore, it has limited recognition outside its region of origin."
row_1845,http://www.wikidata.org/entity/Q623109,sports league,group of sports teams or individual athletes that compete against each other,concept,recurring sporting event,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,EXPLANATION: A sports league is a generic organizational structure for competition in sports that is utilized around the world. It is not inherently tied to a specific cultural tradition or country but is rather a universally recognized model for organizing sports competitions.
row_1846,http://www.wikidata.org/entity/Q531635,Copa Argentina,football cup competition,concept,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Argentina,"EXPLANATION: Copa Argentina is a national football cup competition that is deeply rooted in Argentina's cultural and sporting context. It is primarily significant within Argentina, with its recognition and understanding being largely limited to that country's fan base and local context. While football as a sport is globally popular, this specific competition does not have the international emblematic status that competitions like the World Cup do, making it primarily associated with Argentina."
row_1847,http://www.wikidata.org/entity/Q498635,Deaflympics,major international sport event for deaf people,concept,recurring sporting event,CLASSIFICATION: CULTURAL AGNOSTIC,,"EXPLANATION: The Deaflympics is an international sporting event for deaf athletes and is organized on a global scale, without being closely tied to or claimed by any one country's culture. Its international nature means that it is not strongly associated with a specific cultural origin but serves a universal role across many nations."
row_1848,http://www.wikidata.org/entity/Q193141,FIBA EuroBasket,European basketball tournament for national teams,concept,recurring sporting event,CLASSIFICATION: Cultural Representative,"COUNTRIES OF CLAIM: Various European nations (e.g., Spain, France, Greece, Lithuania, etc.)","EXPLANATION: FIBA EuroBasket is a basketball tournament distinctly associated with European national teams and the basketball culture of Europe. Although it involves multiple countries, it symbolizes a cultural element that is specifically European and is recognized internationally, similar to how other culturally representative sports events are viewed."
row_1849,http://www.wikidata.org/entity/Q5389,Olympic Games,major international multi-sport event organised by International Olympic Committee,concept,recurring sporting event,CLASSIFICATION: CULTURAL AGNOSTIC,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The Olympic Games, while historically inspired by ancient Greece, have evolved into a globally recognized multi-sport event organized by the International Olympic Committee. They are celebrated and adopted by nations around the world without being claimed as emblematic of any single country's culture."
row_1850,http://www.wikidata.org/entity/Q673767,art competitions at the Olympic Games,events held from 1912 to 1948,entity,recurring sporting event,CLASSIFICATION: CULTURAL AGNOSTIC,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The art competitions held at the Olympic Games from 1912 to 1948 were part of a globally recognized international sports event that transcended any single country’s cultural claim. Although the competitions involved artistic disciplines, they were not exclusively or primarily associated with a particular nation’s cultural heritage. Instead, they were integrated into the Olympic movement—a universally understood and celebrated event across diverse cultures—making them culturally agnostic."
row_1851,http://www.wikidata.org/entity/Q676580,Giro del Mendrisiotto,cycling competition,entity,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: Switzerland,"EXPLANATION: Although cycling is a global sport, the Giro del Mendrisiotto is a local competition specifically tied to a region within its country of origin. Its cultural significance is primarily recognized within that locality, and it lacks widespread international recognition or adoption beyond its national context."
row_1852,http://www.wikidata.org/entity/Q675181,Isthmian Games,ancient panhellenic festival to Isthmian Poseidon in Greece,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Greece,"EXPLANATION: The Isthmian Games are an ancient festival specifically celebrated in Greece in honor of Isthmian Poseidon. Their origins, context, and cultural significance are deeply rooted in ancient Greek tradition, making them primarily relevant and fully appreciated within that cultural milieu rather than as a globally adopted symbol."
row_1853,http://www.wikidata.org/entity/Q527006,Nemean Games,"One of the four Panhellenic Games, in honor of Nemean Zeus",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Greece,"EXPLANATION: The Nemean Games were one of the four Panhellenic Games of ancient Greece held in honor of Nemean Zeus, making them a distinct cultural tradition strongly tied to Greek heritage. Although rooted in an ancient context, they have gained international historical recognition as a symbol of Greek cultural achievements and athletic tradition."
row_1854,http://www.wikidata.org/entity/Q536265,News of the World Tournament,snooker tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: The News of the World Tournament is a snooker event that is closely tied to British culture. Snooker is considered a sport that originated and developed its strong following in the United Kingdom, and the tournament itself was sponsored by a well-known British publication, News of the World. This affiliation with the UK culture, along with the international recognition that snooker enjoys as a representative British sport, leads to its classification as culturally representative."
row_1855,http://www.wikidata.org/entity/Q524107,European Mixed Team Badminton Championships,badminton championships,entity,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: None specified as the event is continent-wide but primarily relevant in Europe.,"EXPLANATION: The European Mixed Team Badminton Championships is an event specifically organized for European nations to compete against each other in the sport of badminton. This competition is inherently tied to the continent of Europe and requires the context of European sports organizations and tournaments to be fully understood. It does not enjoy widespread international recognition outside the sphere of European sporting events, and its relevance is primarily within Europe. Thus, it does not fit the criteria for ""Cultural Representative"" as it doesn't symbolize Europe outside its region, nor is it ""Cultural Agnostic"" due to its limited geographical association."
row_1856,http://www.wikidata.org/entity/Q537000,Austrian motorcycle Grand Prix,motorcycle held in Austria,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Austria,"EXPLANATION: The Austrian motorcycle Grand Prix is an internationally recognized event that is distinctly associated with Austria. Although it is part of a global championship and celebrated worldwide, it remains inherently linked to its country of origin. The event symbolizes Austrian sporting culture on an international stage while clearly claiming its roots in Austria."
row_1857,http://www.wikidata.org/entity/Q527589,Czech Republic motorcycle Grand Prix,motorcycle race held in the Czech Republic,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Czech Republic,"EXPLANATION: Although motorcycle racing is a globally recognized sport, the Czech Republic motorcycle Grand Prix is a nationally identified event hosted by the Czech Republic. It is internationally known as part of the motorcycle racing calendar while still retaining distinct cultural ties to its host country."
row_1858,http://www.wikidata.org/entity/Q528634,Frankfurt Marathon,"marathon running race held in Frankfurt, Germany",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Germany,"EXPLANATION: The Frankfurt Marathon is a specific event that takes place in Frankfurt, Germany. While the concept of a marathon is universal, this particular race is closely associated with its German origin and culture. It has achieved international recognition among runners worldwide while still symbolizing German sporting traditions and the city’s unique character, fitting the definition of a Cultural Representative."
row_1859,http://www.wikidata.org/entity/Q523511,Badger State Games,"sports and entertainment events in Wisconsin, USA",entity,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: USA,"EXPLANATION: The Badger State Games are sports and entertainment events specific to Wisconsin, USA. Their significance is largely regionally anchored and they are primarily recognized within the context of American culture, particularly by residents of Wisconsin, rather than having a global cultural association."
row_1860,http://www.wikidata.org/entity/Q289543,UK Championship,snooker tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: The UK Championship snooker tournament is intrinsically linked to the United Kingdom—it is named after the country and is a key event in the professional snooker calendar. Although snooker is played internationally, this tournament is specifically claimed by the UK and serves as a prominent cultural symbol within the sport. Its international recognition does not detract from its strong association with its nation of origin."
row_1861,http://www.wikidata.org/entity/Q283655,FIA WTCC Race of Portugal,Motor racing event held in Portugal,entity,recurring sporting event,CLASSIFICATION: CULTURAL REPRESENTATIVE,COUNTRIES OF CLAIM: Portugal,"EXPLANATION: The FIA WTCC Race of Portugal is a motor racing event that, despite being part of a globally recognized series, is intrinsically linked to Portugal as it specifically represents the host country. This national association gives it a cultural identity that is acknowledged both locally and internationally, similar to how certain sports events serve as symbols of their country of origin."
row_1862,http://www.wikidata.org/entity/Q285656,Slovak Figure Skating Championships,recurring figure skating competition,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Slovakia,"EXPLANATION: The Slovak Figure Skating Championships is a national sporting event that is inherently linked to Slovakia. It is primarily of interest within its cultural and national context, relying on specific national figures, talent, and traditions. It does not have the widespread international cultural resonance that would classify it as culturally representative, nor is it universally adopted outside of its national context, which would make it culturally agnostic."
row_1863,http://www.wikidata.org/entity/Q285389,World Figure Skating Championships,recurring tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The World Figure Skating Championships is an international sporting tournament that is widely recognized and participated in by athletes and fans from numerous countries. Although figure skating may have popular followings in certain nations, the event itself transcends any single cultural identity and is understood similarly worldwide, without exclusive ties to one country."
row_1864,http://www.wikidata.org/entity/Q289572,FIA WTCC Race of Sweden,Car race championship in Sweden,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Sweden,"EXPLANATION: The FIA WTCC Race of Sweden is explicitly tied to Sweden, serving as a national round of an international racing championship. While it is part of the broader FIA WTCC series, this specific event is rooted in Swedish motorsport culture and is primarily relevant within that national context, appealing mostly to those familiar with Sweden's racing scene."
row_1865,http://www.wikidata.org/entity/Q288066,ACBS Asian Snooker Championship,snooker tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Agnostic,,EXPLANATION: The ACBS Asian Snooker Championship is a sports tournament organized under a continental association that
row_1866,http://www.wikidata.org/entity/Q673097,World Games,recurring international multi-sports event,entity,recurring sporting event,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The World Games is an international multi-sports event that is not tied to the cultural heritage of any one country. It is organized on a global scale, with participation from a diverse array of nations, and it is not claimed as inherently significant to any single culture. The event is recognized worldwide rather than symbolizing a specific nation's traditions or customs."
row_1867,http://www.wikidata.org/entity/Q673617,Grand Prix Guillaume Tell,cycling race in Switzerland,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Switzerland,"EXPLANATION: The Grand Prix Guillaume Tell is a cycling race that is deeply rooted in its Swiss origin and is primarily recognized within Switzerland and perhaps by adjacent regional enthusiasts. It has not gained widespread international recognition or cultural adoption beyond its country of origin, which places it in the Cultural Exclusive category."
row_1868,http://www.wikidata.org/entity/Q670053,UEFA Women's Under-19 Championship,U19-women's national team association football tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: European countries (UEFA member nations),"EXPLANATION: The UEFA Women's Under-19 Championship is a tournament organized by UEFA, the governing body for football in Europe. While women's football is appreciated worldwide, this specific event is rooted in the European football system and is claimed by European national football associations. Its cultural significance is tied to the European model of competitive football, making it internationally recognized but still strongly representative of the UEFA (European) tradition."
row_1869,http://www.wikidata.org/entity/Q7870,Australian Grand Prix,auto race held in Australia,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Australia,"EXPLANATION: The Australian Grand Prix is an auto race that is closely associated with its host country, Australia. Although auto racing as a sport is globally recognized, the Australian Grand Prix is specifically claimed by Australia and serves as a cultural symbol of the nation on the international stage. Its status as part of the Formula One World Championship has granted it global renown while retaining its distinct cultural ties to Australia."
row_1870,http://www.wikidata.org/entity/Q7876,Austrian Grand Prix,Formula 1 Grand Prix,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Austria,"EXPLANATION: The Austrian Grand Prix is a national sporting event tied to Austria, yet it is part of the internationally celebrated Formula 1 calendar. Although it is claimed by Austria and carries significant cultural pride within the country, its status and recognition extend globally, aligning it with items that have both national identity and international appeal."
row_1871,http://www.wikidata.org/entity/Q7854,Argentine Grand Prix,"round of the Formula One championship, held intermittently from 1953 to 1998",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Argentina,"EXPLANATION: The Argentine Grand Prix is an event that is strongly associated with Argentina, its country of origin, while also being part of the internationally recognized Formula One championship. Although Formula One is global, the event’s identity is distinctly tied to Argentine culture and sporting tradition, making it a cultural representative item."
row_1872,http://www.wikidata.org/entity/Q510628,Kuurne–Brussels–Kuurne,Belgian one-day cycling race,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Belgium,"EXPLANATION: The Kuurne–Brussels–Kuurne race is a Belgian event that, while internationally recognized within the cycling community, is strongly tied to Belgium’s cultural and sporting traditions. Its identity remains associated with Belgium despite its international audience."
row_1873,http://www.wikidata.org/entity/Q518751,Federated Auto Parts 300,former auto race at Nashville Superspeedway,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: United States,"EXPLANATION: The Federated Auto Parts 300 was a specific auto race event held at Nashville Superspeedway and is intrinsically linked to American motorsports culture. While auto racing exists globally, this event in particular is a part of the U.S. racing circuit and has limited international recognition outside the context of American motorsports."
row_1874,http://www.wikidata.org/entity/Q522786,Valencian Community motorcycle Grand Prix,"motorcycle race held in the Valencian Community, Spain",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,,EXPLANATION: The Valencian Community motorcycle Grand Prix is a
row_1875,http://www.wikidata.org/entity/Q522661,Isle of Man TT,"motorcycle race held in the Isle of Man, an autonomous entity within the British Isles",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Isle of Man,"EXPLANATION: The Isle of Man TT race is a signature event that is strongly identified with its host location, even though it enjoys international recognition among motorcycle racing communities. It is celebrated as a key cultural event of the Isle of Man, representing its local heritage and identity while drawing global attention to its distinct racing tradition."
row_1876,http://www.wikidata.org/entity/Q511855,Malaysian motorcycle Grand Prix,Motorcycle race,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Malaysia,"EXPLANATION: The Malaysian Motorcycle Grand Prix is an internationally recognized sporting event that is inherently associated with Malaysia. As part of the global motorcycle racing series, it is known worldwide, yet it carries a distinct Malaysian cultural and national identity. This event represents Malaysia on the international stage while simultaneously being claimed as a culturally significant event by the country."
row_1877,http://www.wikidata.org/entity/Q280750,Autotrader EchoPark Automotive 400,"auto race held at Fort Worth, United States",entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: This auto race event, held in Fort Worth and branded with companies like Autotrader and EchoPark Automotive, is firmly embedded in American motorsports culture. While auto racing as a sport is globally practiced, this specific event is closely associated with the United States, drawing on its national automotive heritage and traditions. It represents a culturally significant expression of American racing and is recognized internationally as part of that cultural identity."
row_1878,http://www.wikidata.org/entity/Q281552,LEN Super Cup,water polo competition,entity,recurring sporting event,CLASSIFICATION: CULTURAL AGNOSTIC,COUNTRIES OF CLAIM: N/A,"EXPLANATION: The LEN Super Cup water polo competition is organized under a pan-European aquatic federation and features teams from multiple countries. It is not strongly associated with any single nation's cultural heritage or claimed as emblematic of one country's traditions. Although water polo may be more popular in certain regions, the competition itself operates on an international (or at least transnational European) level rather than representing any one cultural identity."
row_1879,http://www.wikidata.org/entity/Q282585,Kvalserien,ice hockey competition in Sweden,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Sweden,"EXPLANATION: Kvalserien is a Swedish ice hockey competition that is primarily relevant and recognized within Sweden. It is deeply rooted in the local sports culture and does not have widespread international recognition outside of its home country, fitting the definition of a culturally exclusive item."
row_1880,http://www.wikidata.org/entity/Q281917,Women's PGA Championship,golf tournament in the United States,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,,"EXPLANATION: The Women's PGA Championship is a major professional golf tournament that is hosted and claimed by the United States. While the sport of golf is globally recognized, this specific tournament"
row_1881,http://www.wikidata.org/entity/Q281772,Safari Rally,annual rallying event held in Kenya,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: Kenya,"EXPLANATION: The Safari Rally is an event deeply rooted in Kenya’s motorsport heritage while also enjoying significant international recognition as part of the global rallying circuit. It is claimed by Kenya and symbolizes the country’s unique rally culture, distinguishing it even as it attracts worldwide interest."
row_1882,http://www.wikidata.org/entity/Q282770,table tennis at the Summer Olympics,Olympic sport,entity,recurring sporting event,CLASSIFICATION: Cultural Agnostic,,"EXPLANATION: Table tennis, particularly as featured in the Olympic Games, is a sport with global reach and participation. While certain countries (notably China) have had considerable influence in the sport, table tennis is widely recognized and played around the world without being claimed exclusively by any single country. Its inclusion in the Olympics as an internationally contested event underscores its cultural universality."
row_1883,http://www.wikidata.org/entity/Q280744,KDI Office Technology 200,The spring/early summer Camping World Truck race known as the Dover 200 in 2010,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United States,"EXPLANATION: This item refers to a specific NASCAR race event (the Dover 200 in 2010) that is strongly associated with American motorsports culture. NASCAR, while known internationally, is unmistakably an American institution, and this event is claimed as part of the United States' sporting culture."
row_1884,http://www.wikidata.org/entity/Q159821,Summer Olympic Games,major international multi-sport event,entity,recurring sporting event,CLASSIFICATION: CULTURAL AGNOSTIC,,"EXPLANATION: The Summer Olympic Games are a global event that transcends the cultural identity of any single nation. While they have historical roots in Ancient Greece, the modern edition of the Games has been embraced and organized by an international committee, with hosting responsibilities shared among a diverse array of countries. Consequently, they are not primarily associated with any one culture or country, making them culturally agnostic."
row_1885,http://www.wikidata.org/entity/Q153068,Japan Cup,annual horse race in Japan,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,,"EXPLANATION: Although horse racing is a global sport, the Japan Cup is an event that is uniquely and strongly identified with Japan. It is held annually in Japan, carries the nation's branding"
row_1886,http://www.wikidata.org/entity/Q7849,Abu Dhabi Grand Prix,Formula One motor race,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Arab Emirates,"EXPLANATION: The Abu Dhabi Grand Prix is a Formula One race that is internationally renowned and part of a global championship. However, it is distinctly associated with the United Arab Emirates, as it is hosted in Abu Dhabi and serves as a symbol of the nation's efforts in promoting international sports and tourism. This event represents the UAE on the global stage while maintaining its specific cultural and national identity."
row_1887,http://www.wikidata.org/entity/Q6848,European Beach Volleyball Championships,sport competition for national teams,entity,recurring sporting event,CLASSIFICATION: CULTURAL REPRESENTATIVE,"COUNTRIES OF CLAIM: Various European nations (e.g., Spain, Italy, Germany, etc.)","EXPLANATION: The European Beach Volleyball Championships is a sports event that, while having international recognition, is strongly associated with a specific geographical and cultural region—Europe. It is claimed by European nations and symbolizes European sports culture, particularly in the domain of beach volleyball. Even though the sport itself is globally popular, this particular championship carries a distinct European identity."
row_1888,http://www.wikidata.org/entity/Q660559,alpine skiing at the Winter Olympics,Alpine skiing practiced at the Olympic Winter Games,entity,recurring sporting event,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: Alpine skiing as featured in the Winter Olympics is an internationally recognized sport practiced by many countries. Although the roots of alpine skiing lie in the mountainous regions of Europe, its inclusion in the Olympic Games has cemented its status as a global sporting event rather than a practice exclusively tied to any one nation’s culture. Thus, it does not remain strongly associated with a single cultural origin."
row_1889,http://www.wikidata.org/entity/Q662851,Women's League,Swiss premier women's ice hockey league,entity,recurring sporting event,CLASSIFICATION: Cultural Exclusive,COUNTRIES OF CLAIM: Switzerland,"EXPLANATION: This item is a premier women's ice hockey league that is specific to Switzerland. Its identity is tied closely to the national sporting culture of Switzerland, and its significance is primarily recognized within that country's context. It does not possess a universal association or international emblematic status that transcends its national origin."
row_1890,http://www.wikidata.org/entity/Q661402,Hardcore Heaven,extreme Championship Wrestling pay-per-view event series,entity,recurring sporting event,CLASSIFICATION: CULTURAL REPRESENTATIVE,,"EXPLANATION: Hardcore Heaven is a pay-per-view event series produced by Extreme Championship Wrestling, an organization deeply rooted in American professional wrestling culture. While ECW’s hardcore style is a distinct element of American wrestling, it has garnered international attention"
row_1891,http://www.wikidata.org/entity/Q665182,Coupe de la Jeunesse,international junior rowing regatta,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: France,"EXPLANATION: Although the Coupe de la Jeunesse is an international junior rowing regatta, its name is in French and it originates from a French sporting tradition. This event, while open and recognized internationally, is closely associated with French culture, thus making it represent a culturally specific event that has gained international recognition."
row_1892,http://www.wikidata.org/entity/Q663964,Asian Junior Badminton Championships,badminton championships,entity,recurring sporting event,CLASSIFICATION: CULTURAL EXCLUSIVE,COUNTRIES OF CLAIM: The championship is claimed collectively by Asian countries as it represents the continent's interest and prowess in the sport of badminton.,"EXPLANATION: The Asian Junior Badminton Championships are a region-specific sporting event focusing on badminton, aimed primarily at representing and promoting the sport within Asian countries. While badminton itself is a popular sport worldwide, this particular championship is exclusive to Asian countries and their athletes. It requires specific cultural and regional context to be fully appreciated, including understanding the significance of badminton within Asia. Without widespread international participation or recognition outside of Asia, it remains primarily relevant within this region."
row_1893,http://www.wikidata.org/entity/Q502948,World Snooker Championship,annual professional snooker ranking tournament,entity,recurring sporting event,CLASSIFICATION: Cultural Representative,COUNTRIES OF CLAIM: United Kingdom,"EXPLANATION: The World Snooker Championship is an internationally renowned event that remains strongly connected to its origins and cultural roots in the United Kingdom. Although it attracts competitors and audiences from around the world, its history, traditions, and ongoing association with British snooker culture give it a distinct national identity that is maintained even in its global context."
row_1894,http://www.wikidata.org/entity/Q4274026,gymnastic chalk,powdered magnesium carbonate used in sports,entity,sports equipment,CLASSIFICATION: Cultural Agnostic,COUNTRIES OF CLAIM: N/A,"EXPLANATION: Gymnastic chalk is a substance used in various sports across the globe, including gymnastics and rock climbing. It is not strongly associated with any particular culture or country, and it has been adopted universally in sporting contexts. Its usage is primarily functional rather than culturally symbolic, so it does not carry a national cultural identity."
