item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription
http://www.wikidata.org/entity/Q5872280,Eshkeneh,persian onion soup,Eshkeneh,piatto della cucina iraniana
http://www.wikidata.org/entity/Q27862345,chicken rice,Wikimedia disambiguation page,Chicken and rice,pagina di disambiguazione di un progetto Wikimedia
http://www.wikidata.org/entity/Q7208574,poke,Hawaiian raw fish dish,poke,piatto hawaiano a base di pesce crudo
http://www.wikidata.org/entity/Q1570466,liverwurst,type of sausage,Leberwurst,Salume morbido
http://www.wikidata.org/entity/Q781150,beaufort,type of cheese,Beaufort,formaggio francese
http://www.wikidata.org/entity/Q6904753,Monte Cristo sandwich,fried ham and cheese sandwich,Monte Cristo sandwich,tipo di panino
http://www.wikidata.org/entity/Q1136876,Okinawa soba,Japanese food,soba di Okinawa,piatto tipico della cucina di Okinawa
http://www.wikidata.org/entity/Q1052236,pasta salad,salad containing pasta,pasta fredda,piatto freddo a base di pasta
http://www.wikidata.org/entity/Q923729,galantine,stuffed meat dish from French cuisine,galantina,un secondo piatto a base di carni bianche
http://www.wikidata.org/entity/Q7825801,torikatsu,Japanese fried chicken dish,Torikatsu,piatto tipico giapponese a base di petto di pollo fritto
http://www.wikidata.org/entity/Q3621199,peanut,seed from Arachis hypogaea,arachide,"seme della Arachis hypogaea, utilizzato come frutta secca"
http://www.wikidata.org/entity/Q1756289,fried bread,bread that was cooked in hot fat or oil by a shallow pan,Pane fritto,pietanza
http://www.wikidata.org/entity/Q3127593,paprika,spice made from ground red peppers,paprica,spezia ottenuta dai peperoni essiccati e affumicati
http://www.wikidata.org/entity/Q3462362,Arròs a banda,Spanish dish of rice cooked in fish stock,Arròs a banda,piatto spagnolo
http://www.wikidata.org/entity/Q1233145,Pont-l'Évêque,"uncooked, unpressed cow's-milk cheese, originally manufactured in the area around the commune of Pont-l'Évêque, in the Calvados département of Normandy",Pont-l'Évêque,"Pont-l'Évêque è un formaggio francese di latte vaccino, a pasta molle e crosta lavata, prodotto sul territorio dell'antica Normandia storica."
http://www.wikidata.org/entity/Q980388,salteña,Bolivian meat pastry,salteña,piatto boliviano
http://www.wikidata.org/entity/Q5702275,unleavened bread,bread not inflated by yeast or other leaveners,pane azzimo,pane non lievitato
http://www.wikidata.org/entity/Q1435874,ugali,type of maize flour porridge made in Africa,ugali,piatto dell'Africa orientale e meridionale
http://www.wikidata.org/entity/Q3677427,Cipollata,"typical dish of Isernia, Italy",Cipollata,"piatto tipico di Isernia, Molise"
http://www.wikidata.org/entity/Q734978,Maroilles,cow's-milk cheese made in the regions of Picardy and Nord-Pas-de-Calais in northern France,Maroilles,"Il Maroilles è un formaggio francese di latte vaccino, a pasta molle e a crosta lavata, prodotto in Avesnois nei dipartimenti dell'Aisne e del Nord."
http://www.wikidata.org/entity/Q3896505,parrozzo,traditional cake from the Abruzzo region of Italy,parrozzo,"dolce tipico abruzzese, originario di Pescara, associato alle tradizioni gastronomiche del Natale (ma non solo), diffuso soprattutto nella zona orientale dell'Abruzzo"
http://www.wikidata.org/entity/Q240923,Souvlaki,Greek fast food,Souvlaki,Fast food greco
http://www.wikidata.org/entity/Q1753265,skordalia,potato-based dish,Skordalia,salsa greca
http://www.wikidata.org/entity/Q957776,Migas,Spanish and Portuguese dish,Migas,piatto spagnolo e portoghese
http://www.wikidata.org/entity/Q1268122,duxelles,"dish used as a flavour base in other recipes consisting of finely chopped mushrooms, onions and herbs",duxelles,pietanza
http://www.wikidata.org/entity/Q3342808,coconut,fruit of Cocos nucifera,noce di cocco,frutto della Cocos nucifera
http://www.wikidata.org/entity/Q10563342,chabichou du Poitou,"soft, unpasteurized, natural-rind French goat cheese",chabichou du Poitou,piccola forma di formaggio di latte di capra
http://www.wikidata.org/entity/Q2904240,Israeli salad,Vegetable salad made in Israel.,Insalata israeliana,piatto tipico israeliano
http://www.wikidata.org/entity/Q3360607,Tabouna bread,bread,Pane tabouna,pane tunisino
http://www.wikidata.org/entity/Q4069888,arrowroot,starch obtained from the rhizomes of several tropical plants,Arrowroot,ingrediente alimentare
http://www.wikidata.org/entity/Q1533235,gnocchi alla romana,dish with gnocci,gnocchi alla romana,piatto romano
http://www.wikidata.org/entity/Q483163,yakitori,Japanese type of skewered chicken,yakitori,piatto tipico della cucina giapponese
http://www.wikidata.org/entity/Q234646,ramen,Japanese noodle soup of Chinese origin,ramen,tipico piatto giapponese
http://www.wikidata.org/entity/Q322899,abondance,"semi-hard, fragrant, raw-milk cheese made in Haute-Savoie, France; named after the French commune Abondance",abondance,formaggio francese
http://www.wikidata.org/entity/Q1683716,lontong,Indonesian traditional rice cake originally from Java island,Lontong,Piatto indonesiano
http://www.wikidata.org/entity/Q5016033,cacio e pepe,Italian pasta dish,pasta cacio e pepe,primo piatto tipico laziale
http://www.wikidata.org/entity/Q520598,Ossau-Iraty,Occitan-Basque cheese made from sheep milk,Ossau-Iraty,"L'ossau-iraty è un formaggio francese prodotto dal latte di pecora a pasta semidura non cotta, nel dipartimento dei Pirenei Atlantici e in qualche comune degli Alti Pirenei."
http://www.wikidata.org/entity/Q3393961,corn starch,starch derived from the corn grain,amido di mais,amido ricavato dal chicco del mais
http://www.wikidata.org/entity/Q5574228,Gnetum africanum,species of plant,Gnetum africanum,"specie di pianta della foresta pluviale del bacino del Congo, genere Gnetum"
http://www.wikidata.org/entity/Q189221,Roquefort cheese,French cheese,roquefort,formaggio francese
http://www.wikidata.org/entity/Q3316076,Mirliton de Rouen,Norman puff pastry tart,Mirliton di Rouen,crostata di pasta sfoglia normanna
http://www.wikidata.org/entity/Q2415718,panzanella,salad,panzanella,piatto della cucina dell'Italia centrale
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,"goat-milk cheese from the department of Indre-et-Loire, France",Sainte-Maure de Touraine,formaggio francese
http://www.wikidata.org/entity/Q1133127,corn dog,"deep-fried, corn-battered hot dog on a stick",corn dog,alimento
http://www.wikidata.org/entity/Q995376,Fabada asturiana,Spanish bean stew,fabada,piatto della cucina asturiana
http://www.wikidata.org/entity/Q540837,Kopanisti mykonou,Greek cheese,Kopanisti,Specialità gastronomica greca.
http://www.wikidata.org/entity/Q1089959,churrasco,Iberian barbecue,Churrasco,piatto tipico della cucina latinoamericana
http://www.wikidata.org/entity/Q15233326,Gingerbread Man,character in the Shrek movie series,Omino di Pan di Zenzero,personaggio di Shrek
http://www.wikidata.org/entity/Q1269205,rice flour,a form of flour made from finely milled rice,farina di riso,farina ottenuta dal riso
http://www.wikidata.org/entity/Q941004,fufu,dough-like food in African cuisine,Fufu,"piatto dell'Africa occidentale, può essere cucinato pestando e bollendo cereali (miglio) o altri cibi ricchi di amido (manioca, ignami, etc..)"
http://www.wikidata.org/entity/Q742173,peixinhos da horta,Portuguese fried vegetable-based dish,peixinhos da horta,piatto portoghese a base di verdure fritte
http://www.wikidata.org/entity/Q3848253,stroganina,Siberian dish,stroganina,piatto tipico siberiano
http://www.wikidata.org/entity/Q2641023,belyash,Tatar and Bashkir fried dough pastry,beljaš,piatto russo
http://www.wikidata.org/entity/Q2142465,crudités,"traditional French appetizers consisting of sliced or whole raw vegetables (celery, carrot, cucumber, bell pepper, broccoli, cauliflower, fennel, asparagus, ...) which are typically dipped in a vinaigrette or other dipping sauce",crudités,antipasti francesi
http://www.wikidata.org/entity/Q3958703,sformato,sweet or savory Italian dish,sformato,preparato alimentare
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,"goat-milk cheese from Loir-et-Cher, France",Selles-sur-Cher,formaggio francese
http://www.wikidata.org/entity/Q5864774,Tah Chin,Iranian rice dish,tahchin,piatto iraniano a base di riso
http://www.wikidata.org/entity/Q6778637,stuffed tomatoes,tomato dish,pomodori ripieni,pietanza
http://www.wikidata.org/entity/Q995299,Bryndzové halušky,traditional Slovak dish,bryndzové halušky,piatto nazionale slovacco
http://www.wikidata.org/entity/Q3898528,pecora alla callara,main course typical of Abruzzo,pecora alla callara,secondo piatto abruzzese
http://www.wikidata.org/entity/Q606132,Spam,brand of canned precooked meat product,Spam,carne in scatola a base di carne di maiale e spezie
http://www.wikidata.org/entity/Q102318348,turkey fat,fat from domestic turkey,grasso di tacchino,grasso ricavato da un tacchino domestico
http://www.wikidata.org/entity/Q202989,chocolate salami,"dessert made from cocoa, broken biscuits, butter, eggs and a bit of port wine or rum",Salame turco,prodotto tipico siciliano
http://www.wikidata.org/entity/Q147651,peanut butter,spread made primarily from ground dry roasted peanuts,burro di arachidi,alimento ricavato dalla macinatura di semi di arachidi
http://www.wikidata.org/entity/Q475211,chum salmon,species of Pacific salmon,Oncorhynchus keta,specie di pesce
http://www.wikidata.org/entity/Q14088,mozzarella,Italian cheese,mozzarella,formaggio fresco italiano
http://www.wikidata.org/entity/Q188879,Atlantic salmon,species of fish,Salmo salar,specie di pesce
http://www.wikidata.org/entity/Q3874120,Neccio,Chestnut Flour Cake,Neccio,Prodotto Gastronomico Tradizionale
http://www.wikidata.org/entity/Q3214940,hops,female flowers of Humulus lupulus,luppolo,fiore di Humulus lupulus
http://www.wikidata.org/entity/Q956024,Allgäuer Emmentaler,type of cheese,Allgäuer Emmentaler,formaggio emmental tedesco DOP
http://www.wikidata.org/entity/Q910656,neem oil,oil from the seeds of the genus Azadirachta,olio di neem,Olio di semi del genere Azadirachta
http://www.wikidata.org/entity/Q5016036,Caciotta,Italian cheese,caciotta,formaggio italiano
http://www.wikidata.org/entity/Q3907228,Polenta e osei,dish,polenta e osei,piatto tipico veneto e lombardo
http://www.wikidata.org/entity/Q1062816,Pepero,a cookie stick snack from South Korea,Pepero,caramelle sudcoreane
http://www.wikidata.org/entity/Q143359,Capelin,species of fish,Capelin,specie di animali della famiglia Osmeridae
http://www.wikidata.org/entity/Q165112,popcorn,variety of corn kernel which expands and puffs up on heating,popcorn,snack ottenuto facendo scoppiare chicchi di mais
http://www.wikidata.org/entity/Q2894864,Lobster Thermidor,French lobster dish,Aragosta alla Thermidor,piatto della cucina francese
http://www.wikidata.org/entity/Q927451,Nabulsi cheese,Palestinian white brined sheep and goat's milk cheese,Nabulsi,Formaggio palestinese
http://www.wikidata.org/entity/Q1758911,Culatello di Zibello,type of prosciutto,Culatello di Zibello,salume DOP tipico del Parmense
http://www.wikidata.org/entity/Q174539,Double Gloucester cheese,"type of cheese originating from Gloucestershire, England",Gloucester,formaggio
http://www.wikidata.org/entity/Q3312636,Nisa cheese,Portuguese cheese,Queijo de Nisa,formaggio portoghese
http://www.wikidata.org/entity/Q761524,Brocciu,Corsican cheese,brocciu,formaggio di siero di latte francese
http://www.wikidata.org/entity/Q1129282,Morchella esculenta,species of fungus,Morchella esculenta,specie di fungo
http://www.wikidata.org/entity/Q2723131,Vada,category of savoury fried snacks from India,vada,piatto tradizionale indiano
http://www.wikidata.org/entity/Q3869300,'Nzuddi,Italian cookies,N'zuddi,biscotto tipico messinese
http://www.wikidata.org/entity/Q55144196,salsiccia gialla fina,Italian sausage typical of the Modena region,salsiccia gialla fina,insaccato di carne suina tipica di Modena
http://www.wikidata.org/entity/Q3747526,Twisties,salty snack,Fonzies,snack salati
http://www.wikidata.org/entity/Q3894691,Papassino,typical sweet from Sardinia produced for the religious recurrence of All Saints,Papassino,Il papassinu o papassina è un dolce tipo della Sardegna. Tradizionalmente sono preparati per la ricorrenza di Ognissanti.
http://www.wikidata.org/entity/Q727210,Asiago,Italian cow's milk cheese,Asiago,formaggio DOP italiano
http://www.wikidata.org/entity/Q5367573,meat pie,pie with a filling of meat,pasticcio di carne,torta ripiena di carne
http://www.wikidata.org/entity/Q116842438,Amaretti di Sassello,"biscuit from Sassello, Italy",Amaretti di Sassello,prodotto tipico di Sassello
http://www.wikidata.org/entity/Q173265,potato chip,deep-fried or baked thin slice of potato,patatine fritte,"sottili fette di patata fritte, utilizzate come snack"
http://www.wikidata.org/entity/Q378341,macaroni and cheese,pasta dish,maccheroni al formaggio,piatto inglese
http://www.wikidata.org/entity/Q879074,Bitto,Italian cheese,Bitto,formaggio DOP italiano
http://www.wikidata.org/entity/Q3929866,Rame di Napoli,"typical sweet from Catania, Italy",Rame di Napoli,dolce tipico della città di Catania
http://www.wikidata.org/entity/Q209464,Waldorf salad,fruit and nut salad,insalata Waldorf,antipasto della cucina statunitense
http://www.wikidata.org/entity/Q556060,Christmas cake,cake served at Christmas time,Christmas cake,dolce britannico e irlandese
http://www.wikidata.org/entity/Q7648934,sushi pizza,variant of Japanese sushi served in Canada,sushi pizza,variante del sushi di origine canadese
http://www.wikidata.org/entity/Q63524838,Kategna,specialty of Eritrean and Ethiopian cuisine,Kategna,antipasto
http://www.wikidata.org/entity/Q130531854,Totò al cioccolato,"typical chocolate biscuit of Catania, Italy",Totò al cioccolato,biscotto al cioccolato tipico di Catania
http://www.wikidata.org/entity/Q55641393,pasta alla gricia,pasta dish of Roman origins,pasta alla gricia,primo piatto tipico laziale
http://www.wikidata.org/entity/Q628977,Leccinum scabrum,species of fungus,Leccinum scabrum,specie di fungo
http://www.wikidata.org/entity/Q212121,paella,"rice dish from the Valencian Community, Spain",Paella,piatto tradizionale della cucina valenciana
http://www.wikidata.org/entity/Q91908928,Pizza quattro formaggi,kind of pizza,pizza ai quattro formaggi,varietà di pizza condita con quattro formaggi sciolti
http://www.wikidata.org/entity/Q107498785,Ossa di morto,typical traditional sicilian biscuits of the festivities of the dead,Ossa di morto,dolce tipico siciliano
http://www.wikidata.org/entity/Q164606,curry,dish whose origins are in South and Southeast Asian cuisines,curry,varietà di piatti speziati tipici della cucina indiana e sud-asiatica
http://www.wikidata.org/entity/Q1056769,Colby cheese,Type of semi-hard cheese,Colby,formaggio statunitense
http://www.wikidata.org/entity/Q1137966,K-ration,meal supplied by the US military,Razione K,pasto militare dell'esercito americano nella Seconda guerra mondiale
http://www.wikidata.org/entity/Q920658,varenye,Type of whole-fruit preserve,varen'e,composta di frutta
http://www.wikidata.org/entity/Q227997,Taro,species of plant in the Arum family (Araceae),Colocasia esculenta,specie di pianta della famiglia Araceae
http://www.wikidata.org/entity/Q11339918,macaroni salad,type of pasta salad,Insalata di maccheroni,tipo di insalata di pasta
http://www.wikidata.org/entity/Q8265768,lower leg,portion of the body starting from the ankle and ending at the knee,gamba,regione anatomica del corpo umano compresa tra il ginocchio e la caviglia
http://www.wikidata.org/entity/Q63527491,Trippa alla romana,traditional dish in Roman cuisine,Trippa alla romana,Pietanza romana
http://www.wikidata.org/entity/Q207788,Earl Grey tea,black tea blend flavored with bergamot,Earl Grey,varietà di tè nero aromatizzato al bergamotto
http://www.wikidata.org/entity/Q762285,Dakos,Greek cuisine starter,Dakos,piatto tradizionale greco
http://www.wikidata.org/entity/Q11688697,sole,fish name belonging to several families,sogliola,nome comune con cui si indicano alcune specie di pesci d'acqua salata appartenenti alla famiglia dei soleidi e dei pleuronectidi
http://www.wikidata.org/entity/Q208172,baguette,elongated type of bread loaf,baguette,tipologia di pane
http://www.wikidata.org/entity/Q7548366,Snow White salad,Bulgarian yogurt salad,snežanka,insalata bulgara
http://www.wikidata.org/entity/Q4992018,po' boy,"po' boy almost always consists of meat, which is usually roast beef or fried seafood, often shrimp, crawfish, fish, oysters or crab. The meat is served on New Orleans French bread, known for its crisp crust and fluffy center",Po' boy,"sandwich tipico della Louisiana, Stati Uniti"
http://www.wikidata.org/entity/Q677640,pecorino,Italian cheese made from sheep's milk,pecorino,formaggio italiano prodotto con latte di pecora
http://www.wikidata.org/entity/Q1517781,shrimp,decapod crustaceans,gamberetto,nome comune di varie specie di crostacei acquatici
http://www.wikidata.org/entity/Q12494,ladyfinger,biscuit,Savoiarde,prodotto tipico italiano
http://www.wikidata.org/entity/Q3991202,Tiella of Gaeta,"traditional fish-based food from Gaeta, Lazio, Italy",Tiella di Gaeta,"piatto tradizionale della cucina laziale, tipico della città di Gaeta"
http://www.wikidata.org/entity/Q132190451,Diavola pizza,"pizza variety, usually topped with spicy salami, tomato sauce, mozzarella cheese, chili pepper and olives",pizza diavola,variante di pizza
http://www.wikidata.org/entity/Q240801,Greek salad,"dish made from tomatoes, cucumbers, onions, feta, olives, salt, oregano, and olive oil",insalata greca,piatto tipico greco
http://www.wikidata.org/entity/Q27773,common sole,flatfish,Solea solea,specie di pesce
http://www.wikidata.org/entity/Q111092704,sfilacci,type of processed red meat typical of the Veneto region in North Italy,sfilacci,tipo di lavorazione della carne di cavallo tipica del Veneto
http://www.wikidata.org/entity/Q3006881,Algerian cuisine,culinary traditions of Algeria,Cucina algerina,Cucina etnica
http://www.wikidata.org/entity/Q152088,fries,deep-fried potatoes,patate fritte,"bastoncini di patata fritti, utilizzati come contorno"
http://www.wikidata.org/entity/Q13179,raspberry,edible fruit,lampone,frutto di varie piante del genere Rubus
http://www.wikidata.org/entity/Q3879239,Nucatuli,"typical biscuits in Sicily, Italy",Nucàtuli,prodotto tipico siciliano
http://www.wikidata.org/entity/Q155922,Parmesan,Italian hard cheese,Parmigiano-Reggiano,formaggio italiano DOP
http://www.wikidata.org/entity/Q4024125,Zelten,type of cake,Zelten,dolce tipico trentino
http://www.wikidata.org/entity/Q2901547,shumai,type of traditional Chinese dumpling,shumai,tipo di pasta ripiena cinese
http://www.wikidata.org/entity/Q203540,mate,"traditional infusion from the yerba mate plant, from Paraguay, Guarani people.",mate,infuso preparato con foglie di erba mate
http://www.wikidata.org/entity/Q3677424,Suasa's onion,typical onion from Castelleone di Suasa,Cipolla di Suasa,prodotto tipico
http://www.wikidata.org/entity/Q48034588,pinsa,Italian pizza variant,pinsa,variante della pizza (sorta di focaccia condita) di origine laziale
http://www.wikidata.org/entity/Q56669796,deep-dish pizza,pizza realized using deep dish,pizza al tegamino,tipologia di pizza realizzata tramite l'ausilio del tegamino
http://www.wikidata.org/entity/Q2882471,bangers and mash,British meal of sausages and mashed potato,salsiccia con pure,piatto britannico e irlandese
http://www.wikidata.org/entity/Q13178,Vaccinium sect. Cyanococcus,section of plants,Vaccinium sect. Cyanococcus,sezione di piante del genere Vaccinium
http://www.wikidata.org/entity/Q44064,sockeye salmon,species of Pacific salmon,salmone rosso,specie di pesce
http://www.wikidata.org/entity/Q3939613,roccocò,Italian dessert,Roccocò,dolce napoletano
http://www.wikidata.org/entity/Q275508,Caesar salad,salad of romaine lettuce and croutons,Caesar salad,"insalata con lattuga, crostini e parmigiano"
http://www.wikidata.org/entity/Q1190165,spanakopita,savory spinach pastry,Spanakopita,piatto tipico greco
http://www.wikidata.org/entity/Q566533,Buttermilk koldskål,Danish dairy beverage/dessert,Koldskål,dolce danese
http://www.wikidata.org/entity/Q4940616,bombe glacée,type of French ice cream dessert,bomba gelato,tipo di dessert
http://www.wikidata.org/entity/Q766999,moretum,herb cheese spread,Moretum,formaggio spalmabile
http://www.wikidata.org/entity/Q5125285,pollock,"species of fish, Pollachius virens",Pollachius virens,specie di pesce
http://www.wikidata.org/entity/Q673380,pink salmon,species of Pacific salmon,Oncorhynchus gorbuscha,specie di pesce
http://www.wikidata.org/entity/Q70612,granita,Italian dessert,Granita,prodotto tipico siciliano
http://www.wikidata.org/entity/Q192874,noodle,type of staple food made from some type of unleavened dough,pasta lunga,tipo di pasta alimentare sviluppata in lunghezza
http://www.wikidata.org/entity/Q119267911,Lumblija,Pastry from Croatia,lumblija,dolce croato
http://www.wikidata.org/entity/Q121437693,Rock-Hard Food,cooked from stone and ores,cibo durissimo,cotto con pietre e minerali
http://www.wikidata.org/entity/Q3992553,Toma del Mottarone,Cheese from Italy,Toma del Mottarone,Formaggio del Piemonte
http://www.wikidata.org/entity/Q3051500,sticky rice in bamboo,Southeast Asian sticky rice dish,Riso glutinoso nel bambù,contorno o dessert del Sud-est asiatico
http://www.wikidata.org/entity/Q152964,potato salad,dish made from boiled potatoes,insalata di patate,insalata realizzata a base di patate bollite
http://www.wikidata.org/entity/Q720254,asado,"Latin-American dish of beef, sausages, and sometimes other meats, cooked on a grill (parrilla) or an open fire",Asado,piatto latino-americano a base di carne
http://www.wikidata.org/entity/Q568364,Caprese salad,"Italian salad made of sliced fresh mozzarella, tomatoes, and sweet basil",caprese,insalata
http://www.wikidata.org/entity/Q216781,ricotta,Italian whey cheese,ricotta,latticino
http://www.wikidata.org/entity/Q2796766,salmon,common idea of a fish in the trout family,salmone,nome comune di varie specie di pesci della famiglia Salmonidae
http://www.wikidata.org/entity/Q1887892,Maluns,traditional potato dish in Switzerland and Austria,Maluns,piatto della cucina svizzera
http://www.wikidata.org/entity/Q2879242,Bagòss,Italian cheese,Bagòss,formaggio italiano
http://www.wikidata.org/entity/Q6981917,pölsa,"traditional Swedish dish made from finely ground meat, traditionally leftover meat",Pölsa (gastronomia),piatto tradizionale svedese
http://www.wikidata.org/entity/Q1165686,Grifola frondosa,species of fungus,Grifola frondosa,specie di fungo
http://www.wikidata.org/entity/Q13317,yogurt,food produced by bacterial fermentation of milk,yogurt,alimento derivato dal latte
http://www.wikidata.org/entity/Q11078597,sarmale,mâncare traditional romaneasca,Sarmale,pietanza tipica della cucina balcanica-levantina
http://www.wikidata.org/entity/Q86664228,Vincisgrassi alla maceratese,"first course from the province of Macerata based on egg pasta, meat sauce, béchamel and cheese",Vincisgrassi alla maceratese,"primo piatto della provincia di Macerata a base di sfoglia di pasta all'uovo, sugo di carne, besciamella e formaggio"
http://www.wikidata.org/entity/Q117270376,Barbusto,Italian sausage,Barbusto,insaccato tipico trentino e veneto
http://www.wikidata.org/entity/Q3643465,braciola,any of several Italian dishes,braciola,"fetta di carne magra da cuocere arrosto, alla brace, in tegame o padella, fritta; nel sud Italia indica un involtino"
http://www.wikidata.org/entity/Q1224461,Valle d'Aosta Fromadzo,Italian cheese,Valle d'Aosta Fromadzo,formaggio DOP italiano
http://www.wikidata.org/entity/Q690801,Agaricus arvensis,species of fungus,Agaricus arvensis,specie di fungo
http://www.wikidata.org/entity/Q1058410,prawn,common name applied to large swimming crustaceans,gambero,nome comune di varie specie di crostacei acquatici
http://www.wikidata.org/entity/Q12709593,spaghetti bolognese,pasta dish,spaghetti alla bolognese,primo piatto a base di spaghetti
http://www.wikidata.org/entity/Q63228690,baccalà mantecato,Venetian appetizer,baccalà mantecato,piatto tipico della cucina veneziana
http://www.wikidata.org/entity/Q202406,haddock,species of fish,Eglefino,specie di pesce
http://www.wikidata.org/entity/Q120499220,Petit four,Pastry of Italy,Petit four,biscotto italiano
http://www.wikidata.org/entity/Q86665833,Pizza Rossini,Specialties of Pesaro,pizza Rossini,specialità di Pesaro
http://www.wikidata.org/entity/Q234529,Agaricus campestris,species of fungus,Agaricus campestris,specie di fungo
http://www.wikidata.org/entity/Q24951925,batik cake,Hedgehog slice | Arretjes | Arretje Nof | Arretjescake | Kalter Hund | Kek Batik,Torta batik,Hedgehog slice | Arretjes | Arretje Nof | Arretjescake | Kalter Hund
http://www.wikidata.org/entity/Q1059809,Lotus rhizome,edible rhizome of the lotus plant,radice di loto,rizoma commestibile della pianta di loto
http://www.wikidata.org/entity/Q130492500,Biscotto della monaca,"typical biscuit from Catania, Italy",Biscotto della monaca,biscotto tipici di Catania
http://www.wikidata.org/entity/Q3926046,Puzzone di Moena,type of Italian cheese,Puzzone di Moena,formaggio DOP italiano
http://www.wikidata.org/entity/Q69394023,biscuits of Saint Martin,typical Sicilian biscuit,Biscotto di San Martino,biscotto tipico siciliano
http://www.wikidata.org/entity/Q685005,Ovaltine,Ovomaltine drink,Ovomaltina,bevanda svizzera
http://www.wikidata.org/entity/Q3695900,pork skin,skin of a pig,cotenna,pelle del maiale
http://www.wikidata.org/entity/Q1150262,Moroccan cuisine,culinary traditions of Morocco,Cucina marocchina,tradizione culinaria del Marocco
http://www.wikidata.org/entity/Q3927078,Quaresimali,Italian Lent cookies,Quaresimali,biscotti tradizionali italiani
http://www.wikidata.org/entity/Q48812916,Castelfranco Caciocavallo,Italian cow's-milk cheese,Caciocavallo di Castelfranco,formaggio italiano
http://www.wikidata.org/entity/Q176927,Neapolitan wafer,"a wafer and chocolate-cream sandwich biscuit, first made by Austrian company Manner in 1898",wafer,"tipo di biscotto, formato da più cialde"
http://www.wikidata.org/entity/Q546523,bone marrow,cells and soft materials in the hollow space of long bones,midollo osseo,tessuto molle nell'interno cavo delle ossa
http://www.wikidata.org/entity/Q2625790,Frosted Flakes,American brand of breakfast cereal,Frosties,Cereali per la prima colazione
http://www.wikidata.org/entity/Q16852388,Kars gravyer cheese,Turkish cheese similar to Emmental although its name suggests Gruyère,Gravyer,Formaggio turco
http://www.wikidata.org/entity/Q21116,Buccinum undatum,edible marine gastropod,Buccinum undatum,specie di mollusco
http://www.wikidata.org/entity/Q81406175,Chaulmoogra oil,vegetable oil,Olio di Chaulmoogra,olio vegetale
http://www.wikidata.org/entity/Q51796021,grilled cheese,type of cheese sandwich,grilled cheese,pietanza statunitense
http://www.wikidata.org/entity/Q13013369,mango sticky rice,South and Southeast Asian dessert,Khao niao mamuang,dessert del Sud-est asiatico
http://www.wikidata.org/entity/Q117268856,Inbriago,Italian cheese,Inbriago,formaggio tipico del Veneto
http://www.wikidata.org/entity/Q48804095,Cevrin,Goat's chees of Italy,Cevrin,Formaggio di latte caprino
http://www.wikidata.org/entity/Q683080,Fischbrötchen,food: bread & fish,Fischbrötchen,panino con pesce tipico della Germania settentrionale
http://www.wikidata.org/entity/Q2567779,White widow,strain of cannabis,White widow,varietà di Cannabis
http://www.wikidata.org/entity/Q103449274,pigeon pea,seed from Cajanus caja,legume caiano,legume proveniente da Cajanus caja
http://www.wikidata.org/entity/Q45989,kale,form of cabbage with green or purple leaves,cavolo riccio,varietà di cavolo
http://www.wikidata.org/entity/Q1156522,Lady Grey,trademarked variation on Earl Grey tea,Lady Grey,varietà di tè
http://www.wikidata.org/entity/Q275125,Coprinus comatus,species of fungus,Coprinus comatus,specie di fungo
http://www.wikidata.org/entity/Q227690,Agaricus bisporus,species of fungus,Agaricus bisporus,specie di fungo della famiglia Agaricaceae
http://www.wikidata.org/entity/Q17255569,Haşhaşlı çörek,"Turkish ""çörek"" with poppy seeds.",Haşhaşlı çörek,Pane dolce turco con semi di papavero
http://www.wikidata.org/entity/Q555787,Pholiota nameko,species of fungus,Pholiota nameko,specie di fungo
http://www.wikidata.org/entity/Q842221,meju,fermented soybean bricks,Meju,blocco di fagioli di soia fermentati
http://www.wikidata.org/entity/Q17151716,Anji bai cha,"Rare, large-leafed green tea",tè bianco di Anji,varietà di tè verde cinese
http://www.wikidata.org/entity/Q1810575,Thieboudienne,traditional dish from West Africa,Thieboudienne,Piatto tradizionale senegalese
http://www.wikidata.org/entity/Q1543695,Hypholoma capnoides,species of fungus,Hypholoma capnoides,specie di fungo
http://www.wikidata.org/entity/Q206502,Pleurotus citrinopileatus,species of fungus,Pleurotus citrinopileatus,specie di fungo
http://www.wikidata.org/entity/Q117307294,Bela Badia,Italian cheese,Bela Badia,formaggio altoatesino
http://www.wikidata.org/entity/Q16834113,dürüm,"Turkish cuisine fast food, similar to ""wrap""",dürüm,pane turco con ripieno
http://www.wikidata.org/entity/Q773895,Cuccìa,sicilian dish,Cuccìa,prodotto tipico siciliano
http://www.wikidata.org/entity/Q834563,Jiuniang,food,Jiuniang,Dolce della cucina cinese
http://www.wikidata.org/entity/Q3995782,Torrone Nurzia,Italian chocolate nougat,Torrone tenero al cioccolato aquilano,dolce aquilano
http://www.wikidata.org/entity/Q1587547,Grains of Selim,fruits of Xylopia aethiopica,Grani di Selim,Frutto della pianta Xylopia aethiopica
http://www.wikidata.org/entity/Q372893,enoki,species of fungus,Flammulina velutipes,specie di fungo
http://www.wikidata.org/entity/Q703836,arroz con pollo,traditional dish of Spain and Latin America,arroz con pollo,piatto della cucina latinoamericana
